config_id,user_id,collection_location,created_date,days_since_signup,provider,model,connection_name,is_primary_config,input_price_per_1m_usd,output_price_per_1m_usd,monthly_budget_usd,key_auto_detected_flag,custom_base_url_flag,validation_attempts,validation_success_flag,connection_latency_ms,config_status,key_rotations,last_rotation_date,first_session_date,days_to_first_session,total_sessions,total_interactions,total_input_tokens,total_output_tokens,total_llm_cost_usd,avg_efficiency_ratio,avg_waste_index,avg_cri,max_cri,adversarial_tests_run,last_used_date,config_age_days
cfg_00362,usr_00444,DSU Campus,2026-05-29,0,OpenAI,gpt-5,OpenAI Primary-5,1,1.25,10.0,250,1,0,1,1,166,dormant,0,,2026-05-29,0,7,138,317928,270276,3.1001,0.7499,0.4039,0.263,0.6674808192817957,1,2026-06-13,114
cfg_00363,usr_00446,Outside Campus,2026-05-29,0,Groq,llama-4-maverick,Groq Primary-3,1,0.5,0.9,500,1,0,1,1,155,dormant,1,,2026-05-29,0,13,404,901167,492151,0.8934,0.7228,0.4523,0.2313,0.5727434687853146,3,2026-06-28,114
cfg_00364,usr_00447,Outside Campus,2026-05-30,3,OpenAI,gpt-5-mini,OpenAI Primary-3,1,1.25,10.0,100,0,0,1,1,152,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,113
cfg_00365,usr_00450,DSU Campus,2026-06-01,4,OpenAI,gpt-4o,OpenAI Primary-4,1,1.25,10.0,250,1,0,1,1,99,dormant,1,,2026-06-01,0,16,437,1568145,502093,6.9811,0.7902,0.4196,0.2372,0.7310041128510539,2,2026-07-15,111
cfg_00366,usr_00451,DSU Campus,2026-05-30,3,xAI (Grok),grok-4,xAI Primary-4,1,2.5,12.0,50,0,0,1,1,99,dormant,0,,2026-06-01,2,11,180,617646,196016,3.8964,0.7523,0.4372,0.2495,0.7614549927450966,0,2026-07-13,113
cfg_00367,usr_00452,Outside Campus,2026-05-29,1,Cohere,command-r-plus-2,Cohere Primary-1,1,2.5,10.0,100,1,1,1,1,93,dormant,0,,2026-05-29,0,12,230,580497,336006,4.8114,0.798,0.4309,0.2378,0.5840280817487087,0,2026-06-20,114
cfg_00368,usr_00453,Outside Campus,2026-05-28,0,Mistral AI,codestral-2,Mistral Primary-8,1,2.0,6.0,500,1,0,1,1,358,dormant,0,,2026-05-29,1,26,473,924072,578116,5.317,0.7774,0.4428,0.2623,0.9074770112643471,4,2026-07-12,115
cfg_00369,usr_00454,Outside Campus,2026-05-28,0,OpenRouter,qwen3-235b,OpenRouter Primary-6,1,0.6,2.4,250,1,0,1,1,148,dormant,0,,2026-05-30,2,6,89,339802,190790,0.6617,0.7577,0.471,0.1963,0.25061214463234116,1,2026-06-09,115
cfg_00370,usr_00455,DSU Campus,2026-05-30,2,OpenAI,gpt-5-mini,OpenAI Primary-3,1,1.25,10.0,250,1,0,1,1,85,dormant,1,,2026-05-31,1,23,480,960040,876538,9.9654,0.7917,0.407,0.2105,0.9273190802227421,1,2026-08-11,113
cfg_00371,usr_00455,DSU Campus,2026-06-22,25,xAI (Grok),grok-4-mini,xAI Backup-3,0,2.5,12.0,250,1,0,2,1,93,dormant,0,,2026-05-31,,5,110,293861,221960,3.3982,0.694,0.623,0.2581,0.3133625556300486,0,2026-07-12,90
cfg_00372,usr_00456,Outside Campus,2026-06-03,6,xAI (Grok),grok-4,xAI Primary-4,1,2.5,12.0,50,1,0,2,1,236,active,0,,2026-06-03,0,35,831,2337911,1013195,18.0033,0.7739,0.4187,0.2042,0.7714468126868996,9,2026-09-18,109
cfg_00373,usr_00457,Outside Campus,2026-05-30,0,Anthropic,claude-opus-5,Anthropic Primary-6,1,3.0,15.0,100,1,0,1,1,134,dormant,0,,2026-05-30,0,23,538,1004812,687872,13.3325,0.8189,0.374,0.1635,0.23780873636854044,1,2026-08-09,113
cfg_00374,usr_00458,Outside Campus,2026-05-31,0,Google AI (Gemini),gemini-3-flash,Google Primary-5,1,1.0,6.0,50,1,0,1,1,303,active,0,,2026-05-31,0,22,456,1416223,485833,4.331,0.7592,0.4409,0.2246,0.8234396965916935,2,2026-08-24,112
cfg_00375,usr_00459,Outside Campus,2026-05-29,1,DeepSeek,deepseek-r2,DeepSeek Primary-1,1,0.3,1.2,500,1,0,1,1,252,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,114
cfg_00376,usr_00460,Outside Campus,2026-06-01,3,OpenAI,gpt-5-mini,OpenAI Primary-3,1,1.25,10.0,500,0,0,1,1,174,active,2,,,,0,0,0,0,0.0,0,0,0,0.0,0,,111
cfg_00377,usr_00461,Outside Campus,2026-05-29,0,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,25,1,1,1,1,220,dormant,0,,2026-05-29,0,17,400,1949297,462765,7.0643,0.7772,0.4338,0.2439,0.8431569995002456,1,2026-07-03,114
cfg_00378,usr_00462,Outside Campus,2026-05-29,0,OpenAI,gpt-5,OpenAI Primary-7,1,1.25,10.0,1000,1,0,1,1,154,active,2,,2026-05-29,0,40,960,2089645,1081492,13.427,0.7834,0.4248,0.1813,0.3382266185346026,2,2026-09-20,114
cfg_00379,usr_00464,Outside Campus,2026-05-29,0,Google AI (Gemini),gemini-3-flash,Google Primary-6,1,1.0,6.0,250,1,0,1,1,243,active,0,,2026-05-29,0,42,986,2340549,1309425,10.1974,0.7617,0.4735,0.2393,0.9426316901135117,5,2026-09-20,114
cfg_00380,usr_00466,DSU Campus,2026-05-29,0,Anthropic,claude-opus-5,Anthropic Primary-2,1,3.0,15.0,100,1,0,1,1,212,active,2,,2026-06-02,4,55,1468,5358111,1668946,41.1086,0.7609,0.4592,0.2187,0.7693378508493691,11,2026-09-20,114
cfg_00381,usr_00467,Outside Campus,2026-05-30,0,OpenAI,gpt-5,OpenAI Primary-3,1,1.25,10.0,250,1,1,1,1,501,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,113
cfg_00382,usr_00468,Outside Campus,2026-05-30,0,Together AI,llama-4-scout,Together Primary-5,1,0.8,2.0,100,0,0,1,1,246,dormant,0,,2026-06-01,2,16,453,1526106,846036,2.9129,0.7827,0.42,0.1765,0.2867106684011512,2,2026-07-15,113
cfg_00383,usr_00469,DSU Campus,2026-05-31,0,Google AI (Gemini),gemini-3-pro,Google Primary-6,1,1.0,6.0,1000,1,0,1,1,60,dormant,0,,2026-05-31,0,6,128,526818,144016,1.3909,0.6484,0.5299,0.218,0.2659437530457851,2,2026-06-22,112
cfg_00384,usr_00469,DSU Campus,2026-06-16,16,Mistral AI,mistral-large-3,Mistral Backup-3,0,2.0,6.0,250,0,0,1,1,91,dormant,0,,2026-05-31,,2,27,27886,23125,0.1945,0.8802,0.2824,0.1431,0.18250809130480766,0,2026-06-30,96
cfg_00385,usr_00470,Outside Campus,2026-05-30,0,OpenAI,gpt-5,OpenAI Primary-6,1,1.25,10.0,500,1,0,1,1,240,active,0,,2026-05-30,0,29,605,1793445,934353,11.5852,0.8402,0.3635,0.1763,0.456969880718277,2,2026-09-13,113
cfg_00386,usr_00472,DSU Campus,2026-06-01,2,xAI (Grok),grok-4-mini,xAI Primary-3,1,2.5,12.0,250,1,1,2,1,138,dormant,0,,2026-06-01,0,18,412,928342,612954,9.6763,0.7831,0.4132,0.1726,0.29496248711813433,2,2026-07-02,111
cfg_00387,usr_00473,Outside Campus,2026-06-05,3,xAI (Grok),grok-4-mini,xAI Primary-6,1,2.5,12.0,25,1,1,1,1,212,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,107
cfg_00388,usr_00474,Outside Campus,2026-05-30,0,OpenAI,gpt-5,OpenAI Primary-5,1,1.25,10.0,500,0,0,1,1,102,dormant,0,,2026-05-30,0,4,100,211784,122209,1.4868,0.848,0.4828,0.1791,0.30725753901237635,0,2026-06-08,113
cfg_00389,usr_00475,Outside Campus,2026-06-01,0,Anthropic,claude-opus-5,Anthropic Primary-6,1,3.0,15.0,100,0,1,1,1,138,dormant,0,,2026-06-02,1,26,512,1420459,811928,16.4403,0.8035,0.3809,0.2075,0.8334626437702496,4,2026-08-05,111
cfg_00390,usr_00476,DSU Campus,2026-05-31,0,OpenAI,gpt-5-mini,OpenAI Primary-7,1,1.25,10.0,1000,1,0,1,1,336,active,0,,2026-05-31,0,29,536,1553897,755815,9.5008,0.7987,0.4125,0.1893,0.35323953613358144,5,2026-09-01,112
cfg_00391,usr_00479,DSU Campus,2026-06-02,2,Groq,llama-4-maverick,Groq Primary-4,1,0.5,0.9,25,1,0,1,1,117,dormant,1,,2026-06-02,0,8,195,640759,166294,0.47,0.8191,0.4105,0.2266,0.6048185363552046,1,2026-07-12,110
cfg_00392,usr_00480,Outside Campus,2026-05-31,0,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,100,1,0,1,1,140,active,0,,2026-05-31,0,24,403,1164195,711466,14.1645,0.7437,0.4528,0.2011,0.32039787208745557,1,2026-09-02,112
cfg_00393,usr_00480,Outside Campus,2026-06-16,16,OpenAI,gpt-5,OpenAI Backup-7,0,1.25,10.0,250,1,0,1,1,271,active,0,,2026-05-31,,3,41,180141,85847,1.0836,0.8482,0.3259,0.1466,0.21098066812167748,0,2026-09-16,96
cfg_00394,usr_00481,DSU Campus,2026-06-10,2,Google AI (Gemini),gemini-3-pro,Google Primary-6,1,1.0,6.0,50,1,0,1,1,109,active,0,,2026-06-10,0,37,796,2178594,1281539,9.868,0.8031,0.3865,0.1947,0.5658856357800801,3,2026-09-09,102
cfg_00395,usr_00482,Outside Campus,2026-06-01,0,Groq,llama-4-maverick,Groq Primary-2,1,0.5,0.9,500,0,0,1,1,143,active,1,,2026-06-01,0,30,438,1183885,585414,1.1189,0.7321,0.4676,0.2006,0.32014473212289674,8,2026-09-12,111
cfg_00396,usr_00484,Outside Campus,2026-06-05,2,Anthropic,claude-sonnet-5,Anthropic Primary-2,1,3.0,15.0,500,0,0,1,1,171,active,0,,2026-06-06,1,26,721,2324832,837277,19.5336,0.7549,0.4535,0.1796,0.3239670198199539,2,2026-09-13,107
cfg_00397,usr_00485,Outside Campus,2026-06-02,0,OpenRouter,qwen3-235b,OpenRouter Primary-9,1,0.6,2.4,50,1,1,1,1,188,dormant,0,,2026-06-02,0,8,159,660879,180622,0.8301,0.7433,0.4334,0.1842,0.28727169135313113,0,2026-06-19,110
cfg_00398,usr_00486,Outside Campus,2026-06-02,1,OpenAI,gpt-5,OpenAI Primary-1,1,1.25,10.0,500,1,0,1,1,88,active,0,,2026-06-02,0,32,888,2344091,897138,11.9013,0.7695,0.4399,0.1938,0.3052469480837458,2,2026-09-17,110
cfg_00399,usr_00487,Outside Campus,2026-06-02,1,OpenAI,gpt-5,OpenAI Primary-1,1,1.25,10.0,500,0,0,1,1,210,active,0,,2026-06-02,0,31,537,1430036,712078,8.9085,0.7949,0.4223,0.2001,0.5465845594775112,3,2026-09-09,110
cfg_00400,usr_00488,Outside Campus,2026-06-01,0,OpenAI,gpt-5,OpenAI Primary-6,1,1.25,10.0,100,1,0,1,1,297,active,0,,2026-06-03,2,36,744,2346248,975610,12.6888,0.7797,0.4282,0.1816,0.32806793213541485,5,2026-09-20,111
cfg_00401,usr_00491,Outside Campus,2026-06-02,1,Groq,llama-4-maverick,Groq Primary-3,1,0.5,0.9,50,1,1,1,1,145,active,2,,,,0,0,0,0,0.0,0,0,0,0.0,0,,110
cfg_00402,usr_00492,DSU Campus,2026-06-04,0,xAI (Grok),grok-4,xAI Primary-7,1,2.5,12.0,1000,1,0,1,1,81,active,0,,2026-06-04,0,36,639,2066973,802320,14.7953,0.7629,0.429,0.1943,0.3076654515335333,9,2026-09-20,108
cfg_00403,usr_00495,DSU Campus,2026-06-02,0,Anthropic,claude-sonnet-5,Anthropic Primary-9,1,3.0,15.0,1000,1,0,1,1,189,dormant,0,,2026-06-02,0,8,167,317868,133393,2.9545,0.8468,0.368,0.2548,0.9052771624079878,3,2026-07-01,110
cfg_00404,usr_00496,Outside Campus,2026-06-04,2,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,250,1,0,3,1,206,dormant,0,,2026-06-08,4,12,357,1401394,494535,6.6971,0.7302,0.4417,0.1835,0.23573206376340441,0,2026-07-15,108
cfg_00405,usr_00497,Outside Campus,2026-06-04,2,xAI (Grok),grok-4,xAI Primary-5,1,2.5,12.0,100,1,0,3,1,204,active,0,,2026-06-06,2,38,736,2085078,894410,15.9459,0.7279,0.4645,0.2146,0.8626534380655195,3,2026-09-19,108
cfg_00406,usr_00498,Outside Campus,2026-06-10,3,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,1000,1,0,1,1,145,active,0,,2026-06-10,0,47,1064,3015434,1494013,18.7093,0.7893,0.4171,0.2056,0.7957324225587493,0,2026-09-19,102
cfg_00407,usr_00499,Outside Campus,2026-06-04,2,OpenAI,gpt-5,OpenAI Primary-9,1,1.25,10.0,1000,0,0,3,1,147,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,108
cfg_00408,usr_00501,Outside Campus,2026-06-03,0,DeepSeek,deepseek-r2,DeepSeek Primary-7,1,0.3,1.2,500,1,0,1,1,122,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,109
cfg_00409,usr_00501,Outside Campus,2026-06-22,19,DeepSeek,deepseek-v4,DeepSeek Backup-2,0,0.3,1.2,25,0,0,1,1,155,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,90
cfg_00410,usr_00502,Outside Campus,2026-06-03,1,OpenAI,gpt-4o,OpenAI Primary-7,1,1.25,10.0,100,0,0,1,1,88,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,109
cfg_00411,usr_00502,Outside Campus,2026-07-07,35,OpenAI,gpt-4o,OpenAI Backup-5,0,1.25,10.0,50,1,0,1,1,123,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,75
cfg_00412,usr_00509,DSU Campus,2026-06-11,2,OpenAI,gpt-4o,OpenAI Primary-8,1,1.25,10.0,250,1,0,3,1,135,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,101
cfg_00413,usr_00509,DSU Campus,2026-07-05,26,OpenAI,gpt-5,OpenAI Backup-6,0,1.25,10.0,500,0,0,1,1,263,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,77
cfg_00414,usr_00510,Outside Campus,2026-06-05,0,OpenAI,gpt-5-mini,OpenAI Primary-3,1,1.25,10.0,100,1,1,1,1,164,dormant,0,,2026-06-07,2,11,278,571753,366420,4.3789,0.7765,0.4599,0.1943,0.2775401961761281,1,2026-06-29,107
cfg_00415,usr_00511,Outside Campus,2026-06-04,0,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,50,1,0,2,1,91,dormant,0,,2026-06-04,0,8,195,930916,200643,3.1701,0.7445,0.449,0.2823,0.6475529924930541,0,2026-06-11,108
cfg_00416,usr_00512,Outside Campus,2026-06-07,2,Cohere,command-r-plus-2,Cohere Primary-1,1,2.5,10.0,500,1,0,1,1,251,dormant,0,,2026-06-07,0,7,185,430797,184605,2.923,0.8016,0.4317,0.1701,0.2626753771637635,2,2026-06-19,105
cfg_00417,usr_00515,Outside Campus,2026-06-06,1,Anthropic,claude-opus-5,Anthropic Primary-7,1,3.0,15.0,50,0,1,1,1,144,dormant,0,,2026-06-08,2,16,378,1394035,498960,11.6665,0.8118,0.3545,0.1915,0.6623492355249002,4,2026-07-26,106
cfg_00418,usr_00515,Outside Campus,2026-07-03,28,Google AI (Gemini),gemini-3-flash,Google Backup-1,0,1.0,6.0,500,1,0,1,1,233,dormant,0,,2026-06-08,,6,133,309228,251632,1.8191,0.8702,0.3052,0.1563,0.21936586715345438,1,2026-07-16,79
cfg_00419,usr_00519,Outside Campus,2026-06-07,1,DeepSeek,deepseek-r2,DeepSeek Primary-1,1,0.3,1.2,250,1,1,1,1,122,dormant,0,,2026-06-08,1,12,257,652816,251207,0.4971,0.7119,0.4614,0.1908,0.27642838422945415,3,2026-07-06,105
cfg_00420,usr_00520,DSU Campus,2026-06-06,0,Anthropic,claude-opus-5,Anthropic Primary-4,1,3.0,15.0,50,1,0,1,1,213,dormant,0,,2026-06-06,0,4,83,206792,134606,2.6395,0.8929,0.3343,0.1702,0.25753591835964934,0,2026-06-14,106
cfg_00421,usr_00521,Outside Campus,2026-06-07,0,OpenAI,gpt-5-mini,OpenAI Primary-2,1,1.25,10.0,50,1,0,1,1,94,dormant,0,,2026-06-07,0,24,439,1185527,645592,7.9378,0.8296,0.3757,0.1818,0.5225049797819925,0,2026-08-04,105
cfg_00422,usr_00522,Outside Campus,2026-06-07,1,Google AI (Gemini),gemini-3-flash,Google Primary-6,1,1.0,6.0,1000,1,0,1,1,82,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,105
cfg_00423,usr_00523,Outside Campus,2026-06-08,2,DeepSeek,deepseek-r2,DeepSeek Primary-1,1,0.3,1.2,250,1,0,1,1,129,dormant,0,,2026-06-08,0,13,344,768048,355090,0.6565,0.7874,0.4368,0.1812,0.3063429155009382,0,2026-07-06,104
cfg_00424,usr_00525,DSU Campus,2026-06-08,1,DeepSeek,deepseek-v4,DeepSeek Primary-3,1,0.3,1.2,500,1,0,1,1,118,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,104
cfg_00425,usr_00527,Outside Campus,2026-06-07,1,Google AI (Gemini),gemini-3-pro,Google Primary-9,1,1.0,6.0,1000,0,0,1,1,240,dormant,0,,2026-06-07,0,4,94,186338,105462,0.8191,0.8291,0.3662,0.1989,0.26916259526029185,0,2026-06-08,105
cfg_00426,usr_00530,Outside Campus,2026-06-08,0,DeepSeek,deepseek-v4,DeepSeek Primary-3,1,0.3,1.2,500,1,0,1,1,297,active,0,,2026-06-08,0,13,255,717097,277444,0.5483,0.7946,0.4162,0.2112,0.7741336043779483,3,2026-09-07,104
cfg_00427,usr_00530,Outside Campus,2026-06-22,14,xAI (Grok),grok-4-mini,xAI Backup-1,0,2.5,12.0,250,0,0,1,1,165,active,0,,2026-06-08,,3,63,143950,107014,1.6441,0.6112,0.5592,0.3949,0.7428069677688459,1,2026-07-23,90
cfg_00428,usr_00531,DSU Campus,2026-06-09,0,Anthropic,claude-opus-5,Anthropic Primary-7,1,3.0,15.0,1000,1,0,1,1,102,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,103
cfg_00429,usr_00533,Outside Campus,2026-06-08,0,Anthropic,claude-opus-5,Anthropic Primary-2,1,3.0,15.0,50,0,0,1,1,60,active,0,,2026-06-09,1,9,264,816163,255811,6.2857,0.807,0.3819,0.2607,0.9413538797249494,1,2026-09-01,104
cfg_00430,usr_00536,DSU Campus,2026-06-08,0,OpenAI,gpt-5,OpenAI Primary-4,1,1.25,10.0,25,1,0,2,1,156,active,0,,2026-06-08,0,37,952,3027169,948467,13.2688,0.8224,0.3936,0.1732,0.2928655160062091,3,2026-09-14,104
cfg_00431,usr_00539,DSU Campus,2026-06-09,0,OpenAI,gpt-5-mini,OpenAI Primary-7,1,1.25,10.0,25,1,0,1,1,60,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,103
cfg_00432,usr_00540,Outside Campus,2026-06-09,0,Groq,qwen3-32b,Groq Primary-7,1,0.5,0.9,500,1,0,2,1,181,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,103
cfg_00433,usr_00542,DSU Campus,2026-06-12,2,OpenAI,gpt-5,OpenAI Primary-1,1,1.25,10.0,100,0,0,1,1,93,dormant,0,,2026-06-12,0,5,83,270874,72811,1.0667,0.7813,0.377,0.1704,0.21427753353547396,0,2026-06-22,100
cfg_00434,usr_00543,DSU Campus,2026-06-09,0,Anthropic,claude-opus-5,Anthropic Primary-2,1,3.0,15.0,50,1,0,1,1,62,dormant,0,,2026-06-09,0,7,143,269045,148829,3.0396,0.8682,0.3201,0.15,0.24489059844869404,0,2026-06-12,103
cfg_00435,usr_00545,DSU Campus,2026-06-10,1,Anthropic,claude-sonnet-5,Anthropic Primary-1,1,3.0,15.0,1000,1,0,1,1,138,active,0,,2026-06-12,2,36,712,2051047,906823,19.7557,0.762,0.4711,0.2427,0.9269386916146184,2,2026-09-19,102
cfg_00436,usr_00545,DSU Campus,2026-07-20,41,DeepSeek,deepseek-v4,DeepSeek Backup-5,0,0.3,1.2,100,1,1,1,1,118,active,0,,2026-06-12,,7,194,417826,264991,0.4434,0.8391,0.3204,0.1571,0.25748856033280276,2,2026-09-14,62
cfg_00437,usr_00546,Outside Campus,2026-06-09,0,OpenAI,gpt-5,OpenAI Primary-7,1,1.25,10.0,500,1,0,1,1,210,dormant,1,,2026-06-09,0,3,87,157205,41035,0.6069,0.8851,0.3256,0.1658,0.21248686770052985,0,2026-06-09,103
cfg_00438,usr_00546,Outside Campus,2026-07-02,23,Google AI (Gemini),gemini-3-pro,Google Backup-6,0,1.0,6.0,50,1,0,1,1,161,dormant,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,80
cfg_00439,usr_00547,Outside Campus,2026-06-11,0,OpenRouter,qwen3-235b,OpenRouter Primary-8,1,0.6,2.4,100,1,0,1,1,150,dormant,0,,2026-06-12,1,19,378,1162450,482137,1.8546,0.7513,0.445,0.1851,0.29958408163750894,1,2026-08-04,101
cfg_00440,usr_00548,Outside Campus,2026-06-12,3,OpenRouter,auto/router,OpenRouter Primary-9,1,0.6,2.4,25,1,0,1,1,87,active,0,,2026-06-14,2,40,833,2386559,900109,3.5923,0.7593,0.4166,0.1853,0.29370051271415026,5,2026-09-16,100
cfg_00441,usr_00549,Outside Campus,2026-06-12,3,Mistral AI,mistral-large-3,Mistral Primary-4,1,2.0,6.0,1000,0,0,1,1,127,dormant,0,,2026-06-14,2,5,78,107293,124656,0.9625,0.771,0.5186,0.1942,0.24630513050391942,0,2026-06-21,100
cfg_00442,usr_00551,Outside Campus,2026-06-10,0,DeepSeek,deepseek-r2,DeepSeek Primary-1,1,0.3,1.2,500,0,0,1,1,141,dormant,0,,2026-06-10,0,25,530,1557746,597450,1.1841,0.7304,0.4721,0.2217,0.8516234202117228,1,2026-08-05,102
cfg_00443,usr_00551,Outside Campus,2026-06-17,7,Anthropic,claude-opus-5,Anthropic Backup-2,0,3.0,15.0,50,1,0,1,1,198,dormant,0,,2026-06-10,,5,53,165002,79764,1.6914,0.8089,0.3593,0.1438,0.19381639943750867,0,2026-07-29,95
cfg_00444,usr_00552,Outside Campus,2026-06-11,1,DeepSeek,deepseek-v4,DeepSeek Primary-6,1,0.3,1.2,50,1,0,1,1,103,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,101
cfg_00445,usr_00553,DSU Campus,2026-06-15,0,Anthropic,claude-sonnet-5,Anthropic Primary-3,1,3.0,15.0,50,1,0,1,1,353,dormant,0,,2026-06-15,0,23,711,2146295,819441,18.7306,0.7922,0.4044,0.2578,0.9192633821189162,2,2026-07-30,97
cfg_00446,usr_00555,DSU Campus,2026-06-12,1,Anthropic,claude-opus-5,Anthropic Primary-2,1,3.0,15.0,100,1,0,1,1,158,active,0,,2026-06-13,1,36,681,1843624,844539,18.1988,0.8097,0.4097,0.1898,0.5869623121278907,4,2026-09-20,100
cfg_00447,usr_00556,Outside Campus,2026-06-10,0,OpenAI,gpt-4o,OpenAI Primary-3,1,1.25,10.0,25,0,0,1,1,151,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,102
cfg_00448,usr_00559,Outside Campus,2026-06-11,0,Google AI (Gemini),gemini-3-flash,Google Primary-6,1,1.0,6.0,100,0,0,1,1,175,dormant,0,,2026-06-11,0,17,434,1163835,603479,4.7846,0.7997,0.3835,0.1688,0.25934667472513967,1,2026-08-07,101
cfg_00449,usr_00559,Outside Campus,2026-07-17,36,Google AI (Gemini),gemini-3-flash,Google Backup-2,0,1.0,6.0,100,1,0,1,1,246,dormant,0,,2026-06-11,,4,104,443158,42560,0.6986,0.6991,0.477,0.198,0.27967177027826917,0,2026-08-07,65
cfg_00450,usr_00560,Outside Campus,2026-06-11,0,Together AI,deepseek-r2-distill,Together Primary-2,1,0.8,2.0,25,1,0,1,1,103,active,0,,2026-06-11,0,24,613,1738689,867483,3.1259,0.7392,0.461,0.2429,0.8571490439463243,1,2026-09-20,101
cfg_00451,usr_00560,Outside Campus,2026-07-07,26,OpenAI,gpt-5-mini,OpenAI Backup-4,0,1.25,10.0,1000,1,0,1,1,228,active,0,,2026-06-11,,3,44,197214,51717,0.7637,0.7541,0.4454,0.1714,0.22249595223721816,0,2026-09-06,75
cfg_00452,usr_00561,Outside Campus,2026-06-15,4,OpenAI,gpt-5,OpenAI Primary-9,1,1.25,10.0,25,0,1,1,1,116,active,1,,2026-06-16,1,49,1033,3233997,1325367,17.2961,0.7717,0.4267,0.1822,0.29534269946214453,3,2026-09-15,97
cfg_00453,usr_00562,Outside Campus,2026-06-12,1,Mistral AI,mistral-large-3,Mistral Primary-9,1,2.0,6.0,100,1,0,3,1,305,dormant,0,,2026-06-13,1,10,421,1356915,307141,4.5568,0.7633,0.4283,0.1829,0.26733896657320944,2,2026-07-06,100
cfg_00454,usr_00563,Outside Campus,2026-06-18,6,Anthropic,claude-opus-5,Anthropic Primary-7,1,3.0,15.0,50,1,0,1,1,101,active,0,,2026-06-21,3,36,787,2483984,895358,20.8821,0.7995,0.4001,0.1776,0.32093695481097295,5,2026-09-20,94
cfg_00455,usr_00564,DSU Campus,2026-06-16,5,Together AI,deepseek-r2-distill,Together Primary-9,1,0.8,2.0,50,1,0,1,1,210,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,96
cfg_00456,usr_00565,DSU Campus,2026-06-17,1,Mistral AI,mistral-large-3,Mistral Primary-7,1,2.0,6.0,50,1,0,1,1,90,active,0,,2026-06-18,1,21,493,1457018,614964,6.604,0.7767,0.4069,0.2273,0.830152431324258,2,2026-08-29,95
cfg_00457,usr_00565,DSU Campus,2026-06-22,6,OpenAI,gpt-5,OpenAI Backup-3,0,1.25,10.0,50,1,0,1,1,419,active,0,,2026-06-18,,4,95,304163,140908,1.7892,0.7189,0.5062,0.2046,0.29956177975949627,0,2026-08-27,90
cfg_00458,usr_00566,Outside Campus,2026-06-15,2,Mistral AI,mistral-large-3,Mistral Primary-4,1,2.0,6.0,50,1,0,1,1,121,active,2,,2026-06-17,2,34,720,1695995,788622,8.1234,0.7749,0.4537,0.1872,0.34167999303023294,4,2026-09-20,97
cfg_00459,usr_00567,Outside Campus,2026-06-19,8,Groq,qwen3-32b,Groq Primary-2,1,0.5,0.9,25,1,0,1,1,146,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,93
cfg_00460,usr_00571,Outside Campus,2026-06-13,1,Google AI (Gemini),gemini-3-pro,Google Primary-9,1,1.0,6.0,25,1,0,1,1,144,dormant,0,,2026-06-13,0,2,30,298260,20246,0.4197,0.8199,0.4323,0.1765,0.19970716653634926,0,2026-06-13,99
cfg_00461,usr_00572,Outside Campus,2026-06-13,0,OpenAI,gpt-5,OpenAI Primary-2,1,1.25,10.0,50,0,1,1,1,73,active,0,,2026-06-13,0,43,1131,3119349,1338636,17.2858,0.7792,0.4197,0.2243,0.9057948470985884,3,2026-09-20,99
cfg_00462,usr_00572,Outside Campus,2026-06-16,3,Mistral AI,mistral-large-3,Mistral Backup-2,0,2.0,6.0,100,0,0,1,1,222,active,0,,2026-06-13,,3,64,198219,69396,0.8128,0.8087,0.4537,0.1873,0.219917072973362,0,2026-09-18,96
cfg_00463,usr_00573,DSU Campus,2026-06-12,0,Anthropic,claude-sonnet-5,Anthropic Primary-6,1,3.0,15.0,500,1,0,1,1,355,active,0,,2026-06-12,0,24,486,1393661,845219,16.8592,0.791,0.4137,0.2069,0.942265825286893,2,2026-09-18,100
